index,prediction
1238,[[9.617824]]
1239,[[10.070741]]
1240,[[11.271828]]
1241,[[12.450777]]
1242,[[15.842038]]
1243,[[16.197418]]
1244,[[13.621069]]
1245,[[13.828985]]
1246,[[13.271845]]
1247,[[16.049593]]
1248,[[14.674004]]
1249,[[14.255182]]
1250,[[15.243303]]
1251,[[12.543865]]
1252,[[15.605402]]
1253,[[20.083982]]
1254,[[18.809439]]
1255,[[14.719597]]
1256,[[19.713581]]
1257,[[9.732003]]
1258,[[10.378028]]
1259,[[8.284161]]
1260,[[5.5568457]]
1261,[[5.862882]]
1262,[[1.8837788]]
1263,[[3.6945467]]
1264,[[0.685148]]
1265,[[2.5697815]]
1266,[[-0.2426343]]
1267,[[7.4878426]]
1268,[[5.496988]]
1269,[[4.681678]]
1270,[[10.453874]]
1271,[[8.4752035]]
1272,[[5.213886]]
1273,[[7.6229453]]
1274,[[7.7271986]]
1275,[[5.9259167]]
1276,[[5.6471963]]
1277,[[9.1074505]]
1278,[[9.292932]]
1279,[[9.901221]]
1280,[[11.569041]]
1281,[[17.478416]]
1282,[[16.860199]]
1283,[[15.693226]]
1284,[[23.611425]]
1285,[[22.662632]]
1286,[[23.076603]]
1287,[[21.874891]]
1288,[[14.524672]]
1289,[[21.254433]]
1290,[[5.179223]]
1291,[[17.439877]]
1292,[[4.141242]]
1293,[[5.486576]]
1294,[[3.388522]]
1295,[[3.9011133]]
1296,[[7.264498]]
1297,[[3.3198526]]
1298,[[8.697224]]
1299,[[11.694757]]
1300,[[9.900039]]
1301,[[5.327459]]
1302,[[11.837183]]
1303,[[18.26954]]
1304,[[13.026516]]
1305,[[12.394144]]
1306,[[15.447717]]
1307,[[12.1273775]]
1308,[[8.23971]]
1309,[[5.1812916]]
1310,[[8.368633]]
1311,[[5.1254215]]
1312,[[9.292742]]
1313,[[7.609843]]
1314,[[5.2070107]]
1315,[[8.247798]]
1316,[[6.087121]]
1317,[[7.95836]]
1318,[[8.669392]]
1319,[[12.655245]]
1320,[[14.294825]]
1321,[[12.92229]]
1322,[[12.056462]]
1323,[[11.66914]]
1324,[[10.116104]]
1325,[[7.1779065]]
1326,[[13.585226]]
1327,[[13.894789]]
1328,[[13.791574]]
1329,[[14.69208]]
1330,[[17.586824]]
1331,[[17.233858]]
1332,[[19.486536]]
1333,[[17.952549]]
1334,[[10.059672]]
1335,[[20.5182]]
1336,[[8.762257]]
1337,[[14.1163225]]
1338,[[9.861014]]
1339,[[13.264823]]
1340,[[14.343482]]
1341,[[1.7062192]]
1342,[[2.2535791]]
1343,[[2.640732]]
1344,[[11.1560955]]
1345,[[1.2721759]]
1346,[[4.5039554]]
1347,[[0.39252058]]
1348,[[0.24294627]]
1349,[[3.611496]]
1350,[[5.252049]]
1351,[[-0.39863557]]
1352,[[3.065502]]
1353,[[-0.6968305]]
1354,[[-0.34169525]]
1355,[[0.6421177]]
1356,[[-0.2207176]]
1357,[[-0.5323888]]
1358,[[-0.42027545]]
1359,[[2.967632]]
1360,[[-0.15783511]]
1361,[[4.747095]]
1362,[[0.75862193]]
1363,[[2.315874]]
1364,[[2.3203828]]
1365,[[6.069148]]
1366,[[2.9828808]]
1367,[[2.4999418]]
1368,[[2.9799848]]
1369,[[10.685867]]
1370,[[7.535079]]
1371,[[11.66057]]
1372,[[5.6890845]]
1373,[[7.0175486]]
1374,[[8.669232]]
1375,[[10.872591]]
1376,[[22.41564]]
1377,[[22.219582]]
1378,[[19.38375]]
1379,[[9.652329]]
1380,[[9.265384]]
1381,[[9.858427]]
1382,[[9.419666]]
1383,[[7.9081326]]
1384,[[6.8390093]]
1385,[[8.848306]]
1386,[[9.666024]]
1387,[[8.913304]]
1388,[[13.469415]]
1389,[[12.893657]]
1390,[[11.012986]]
1391,[[13.227156]]
1392,[[12.52943]]
1393,[[12.25924]]
1394,[[13.405112]]
1395,[[15.605264]]
1396,[[14.956848]]
1397,[[22.41941]]
1398,[[24.629976]]
1399,[[14.226816]]
1400,[[21.900295]]
1401,[[25.088428]]
1402,[[23.284428]]
1403,[[17.65893]]
1404,[[22.68547]]
1405,[[23.002163]]
1406,[[18.008512]]
1407,[[19.7921]]
1408,[[20.166698]]
1409,[[14.033858]]
1410,[[12.392265]]
1411,[[15.659247]]
1412,[[13.750569]]
1413,[[10.908135]]
1414,[[10.640976]]
1415,[[12.347658]]
1416,[[17.13174]]
1417,[[14.209296]]
1418,[[16.22037]]
1419,[[23.749994]]
1420,[[22.625143]]
1421,[[18.970928]]
1422,[[20.070408]]
1423,[[13.21049]]
1424,[[12.058184]]
1425,[[3.6835907]]
1426,[[4.1266966]]
1427,[[4.975948]]
1428,[[0.06582254]]
1429,[[2.2694263]]
1430,[[4.2367663]]
1431,[[0.40235767]]
1432,[[2.2911458]]
1433,[[3.0973685]]
1434,[[1.8641145]]
1435,[[-0.31655142]]
1436,[[3.6529007]]
1437,[[0.9028233]]
1438,[[7.6085134]]
1439,[[8.443916]]
1440,[[0.09040517]]
1441,[[3.8344226]]
1442,[[4.268429]]
1443,[[0.89069825]]
1444,[[7.982837]]
1445,[[7.365529]]
1446,[[10.651686]]
1447,[[4.4014454]]
1448,[[7.0663238]]
1449,[[12.041921]]
1450,[[10.5652275]]
1451,[[11.01466]]
1452,[[9.463891]]
1453,[[9.038953]]
1454,[[8.825626]]
1455,[[9.870786]]
1456,[[14.258753]]
1457,[[10.611517]]
1458,[[11.487514]]
1459,[[6.3528385]]
1460,[[10.324056]]
1461,[[10.796871]]
1462,[[12.558417]]
1463,[[11.937206]]
1464,[[5.593143]]
1465,[[11.4589405]]
1466,[[11.39609]]
1467,[[14.906978]]
1468,[[13.98251]]
1469,[[17.37128]]
1470,[[13.103917]]
1471,[[14.40756]]
1472,[[14.067009]]
1473,[[11.20759]]
1474,[[11.91144]]
1475,[[12.068583]]
1476,[[15.923412]]
1477,[[11.492542]]
1478,[[7.7171354]]
1479,[[5.4495425]]
1480,[[3.9738314]]
1481,[[5.1677637]]
1482,[[4.6613927]]
1483,[[3.4960227]]
1484,[[8.171135]]
1485,[[10.7266445]]
1486,[[12.665633]]
1487,[[11.737415]]
1488,[[13.460682]]
1489,[[14.9753895]]
1490,[[16.8598]]
1491,[[16.023138]]
1492,[[12.535553]]
1493,[[15.220689]]
1494,[[10.388821]]
1495,[[14.139825]]
1496,[[15.554877]]
1497,[[15.146955]]
1498,[[10.633964]]
1499,[[18.139687]]
1500,[[6.8336444]]
1501,[[8.56878]]
1502,[[8.393182]]
1503,[[4.955063]]
1504,[[2.7688787]]
1505,[[3.988267]]
1506,[[6.6484594]]
1507,[[5.7187777]]
1508,[[9.123576]]
1509,[[1.4380352]]
1510,[[2.8723016]]
1511,[[2.7503493]]
1512,[[4.145936]]
1513,[[13.471346]]
1514,[[9.932123]]
1515,[[18.889183]]
1516,[[19.40606]]
1517,[[22.410643]]
1518,[[18.387522]]
1519,[[20.211884]]
1520,[[21.28827]]
1521,[[13.5129]]
1522,[[19.580742]]
1523,[[15.608016]]
1524,[[4.259605]]
1525,[[8.481596]]
1526,[[12.180126]]
1527,[[-0.15042631]]
1528,[[8.881764]]
1529,[[15.057787]]
1530,[[8.614425]]
1531,[[6.8502917]]
1532,[[6.1960683]]
1533,[[4.527111]]
1534,[[13.094054]]
1535,[[1.6022218]]
1536,[[-0.20942001]]
1537,[[-0.59422016]]
1538,[[0.85256547]]
1539,[[1.7728577]]
1540,[[-0.7653089]]
1541,[[-0.6872884]]
1542,[[2.1011217]]
1543,[[9.696722]]
1544,[[8.539906]]
1545,[[10.291178]]
1546,[[13.692842]]
1547,[[21.203867]]
1548,[[12.19799]]
1549,[[17.596071]]
1550,[[16.963882]]
1551,[[14.640854]]
1552,[[21.084667]]
1553,[[22.230263]]
1554,[[23.057169]]
1555,[[22.348028]]
1556,[[20.220957]]
1557,[[21.039557]]
1558,[[21.153814]]
1559,[[13.834268]]
1560,[[2.998331]]
1561,[[5.5561132]]
1562,[[7.2663555]]
1563,[[2.8156414]]
1564,[[1.1874295]]
1565,[[-0.4603411]]
1566,[[-0.80246484]]
1567,[[-0.76801705]]
1568,[[-0.70547676]]
1569,[[-0.3517657]]
1570,[[1.0975363]]
1571,[[4.3423615]]
1572,[[8.34584]]
1573,[[13.704107]]
1574,[[13.361406]]
1575,[[14.523152]]
1576,[[11.473511]]
1577,[[12.375622]]
1578,[[15.318821]]
1579,[[15.562518]]
1580,[[13.567234]]
1581,[[13.620917]]
1582,[[20.673487]]
1583,[[22.855774]]
1584,[[18.054869]]
1585,[[22.507338]]
1586,[[20.546787]]
1587,[[23.124477]]
1588,[[22.592785]]
1589,[[23.519321]]
1590,[[23.09724]]
1591,[[21.603168]]
1592,[[21.22875]]
1593,[[14.864883]]
1594,[[11.81061]]
1595,[[14.340214]]
1596,[[16.115702]]
1597,[[20.458206]]
1598,[[13.202193]]
1599,[[17.509102]]
1600,[[5.456477]]
1601,[[-0.19051743]]
1602,[[2.8597798]]
1603,[[1.1341176]]
1604,[[-0.71981]]
1605,[[-0.26591703]]
1606,[[1.1782123]]
1607,[[-0.02846511]]
1608,[[3.8261409]]
1609,[[7.8009048]]
1610,[[3.1106865]]
1611,[[3.1391408]]
1612,[[10.547098]]
1613,[[2.5231571]]
1614,[[16.631771]]
1615,[[14.707966]]
1616,[[14.893029]]
1617,[[8.570615]]
1618,[[11.993609]]
1619,[[11.238194]]
1620,[[12.744658]]
1621,[[7.0197167]]
1622,[[16.281525]]
1623,[[15.662509]]
1624,[[9.320375]]
1625,[[12.072526]]
1626,[[1.6579585]]
1627,[[1.3872712]]
1628,[[3.6701963]]
1629,[[0.4313367]]
1630,[[0.57477427]]
1631,[[0.63265806]]
1632,[[-0.45733085]]
1633,[[1.6330965]]
1634,[[5.1445293]]
1635,[[9.614935]]
1636,[[7.5878186]]
1637,[[8.59546]]
1638,[[3.7289574]]
1639,[[10.89627]]
1640,[[9.506775]]
1641,[[15.156034]]
1642,[[13.059155]]
1643,[[11.002527]]
1644,[[16.19734]]
1645,[[15.098731]]
1646,[[11.791299]]
1647,[[13.195564]]
1648,[[15.201045]]
1649,[[8.553586]]
1650,[[0.90061873]]
1651,[[10.418937]]
1652,[[1.4287658]]
1653,[[9.058363]]
1654,[[9.889718]]
1655,[[5.460952]]
1656,[[4.465752]]
1657,[[1.6914778]]
1658,[[3.9329572]]
1659,[[1.3923469]]
1660,[[8.591532]]
1661,[[7.4805255]]
1662,[[4.1962037]]
1663,[[9.613354]]
1664,[[0.8269311]]
1665,[[6.3178525]]
1666,[[-0.03246818]]
1667,[[1.7499864]]
1668,[[-0.21124423]]
1669,[[4.5608053]]
1670,[[10.208701]]
1671,[[11.7129]]
1672,[[10.568575]]
1673,[[12.716931]]
1674,[[8.292872]]
1675,[[11.273444]]
1676,[[11.342207]]
1677,[[9.186944]]
1678,[[8.242215]]
1679,[[10.469319]]
1680,[[12.83257]]
1681,[[11.627704]]
1682,[[10.803094]]
1683,[[11.772856]]
1684,[[12.114577]]
1685,[[12.48696]]
1686,[[12.103235]]
1687,[[12.621313]]
1688,[[9.83578]]
1689,[[12.395818]]
1690,[[14.076705]]
1691,[[14.810767]]
1692,[[15.769836]]
1693,[[15.713726]]
1694,[[16.52967]]
1695,[[15.364802]]
1696,[[16.085814]]
1697,[[15.37514]]
1698,[[15.6266575]]
1699,[[14.931591]]
1700,[[13.475654]]
1701,[[14.726662]]
1702,[[13.483442]]
1703,[[12.765343]]
1704,[[13.700764]]
1705,[[14.28663]]
1706,[[12.7079525]]
1707,[[12.478405]]
1708,[[12.075434]]
1709,[[11.605353]]
1710,[[9.647427]]
1711,[[11.973044]]
1712,[[8.763115]]
1713,[[10.437388]]
1714,[[6.870933]]
1715,[[6.5619392]]
1716,[[4.356849]]
1717,[[5.207972]]
1718,[[4.7476454]]
1719,[[6.533729]]
1720,[[4.8450747]]
1721,[[5.371502]]
1722,[[5.6772795]]
1723,[[2.8533294]]
1724,[[3.66046]]
1725,[[4.162614]]
1726,[[4.0883317]]
1727,[[4.97759]]
1728,[[4.37447]]
1729,[[5.4392233]]
1730,[[4.8168893]]
1731,[[5.889491]]
1732,[[4.3404403]]
1733,[[6.3393016]]
1734,[[6.3779964]]
1735,[[7.556452]]
1736,[[6.7327695]]
1737,[[10.040578]]
1738,[[7.3525543]]
1739,[[7.7959237]]
1740,[[10.867623]]
1741,[[8.0739975]]
1742,[[11.532101]]
1743,[[11.339185]]
1744,[[11.115975]]
1745,[[12.473473]]
1746,[[11.106513]]
1747,[[14.68398]]
1748,[[12.873614]]
1749,[[14.756665]]
1750,[[11.086898]]
1751,[[11.948515]]
1752,[[19.144682]]
1753,[[10.62054]]
1754,[[13.086703]]
1755,[[12.346313]]
1756,[[10.202529]]
1757,[[15.650274]]
1758,[[14.640627]]
1759,[[14.395333]]
1760,[[11.615863]]
1761,[[12.6954155]]
1762,[[12.833839]]
1763,[[12.928586]]
1764,[[13.065714]]
1765,[[13.050077]]
1766,[[11.858439]]
1767,[[13.641483]]
1768,[[12.130336]]
1769,[[12.990672]]
1770,[[14.371707]]
1771,[[13.598427]]
1772,[[15.577099]]
1773,[[15.038183]]
1774,[[14.304864]]
1775,[[14.118669]]
1776,[[14.14198]]
1777,[[12.673365]]
1778,[[12.523417]]
1779,[[14.088141]]
1780,[[14.953655]]
1781,[[15.220978]]
1782,[[13.078318]]
1783,[[13.74284]]
1784,[[13.947039]]
1785,[[12.825617]]
1786,[[14.329406]]
1787,[[11.592097]]
1788,[[12.052069]]
1789,[[10.052546]]
1790,[[11.014146]]
1791,[[12.149836]]
1792,[[12.601767]]
1793,[[12.339985]]
1794,[[11.779354]]
1795,[[12.523782]]
1796,[[13.272021]]
1797,[[13.727819]]
1798,[[15.284376]]
1799,[[12.437792]]
1800,[[15.870017]]
1801,[[16.153404]]
1802,[[17.808271]]
1803,[[14.324057]]
1804,[[13.188078]]
1805,[[14.737994]]
1806,[[14.960241]]
1807,[[15.466384]]
1808,[[11.547371]]
1809,[[12.272566]]
1810,[[12.440286]]
1811,[[19.421589]]
1812,[[16.39898]]
1813,[[16.725676]]
1814,[[13.819776]]
1815,[[15.815543]]
1816,[[14.361064]]
1817,[[14.289224]]
1818,[[15.234975]]
1819,[[16.622341]]
1820,[[18.105684]]
1821,[[10.564451]]
1822,[[16.759413]]
1823,[[18.7783]]
1824,[[18.899849]]
1825,[[16.668776]]
1826,[[15.572821]]
1827,[[17.228655]]
1828,[[16.9069]]
1829,[[16.916285]]
1830,[[12.164155]]
1831,[[10.057247]]
1832,[[11.778709]]
1833,[[9.308935]]
1834,[[15.582599]]
1835,[[15.736915]]
1836,[[15.930473]]
1837,[[17.735928]]
1838,[[8.585905]]
1839,[[13.007151]]
1840,[[9.638703]]
1841,[[8.816152]]
1842,[[9.176658]]
1843,[[13.400793]]
1844,[[14.094076]]
1845,[[13.132113]]
1846,[[13.300629]]
1847,[[11.408558]]
1848,[[9.536508]]
1849,[[12.772951]]
1850,[[7.963823]]
1851,[[8.439181]]
1852,[[11.314065]]
1853,[[9.543497]]
1854,[[8.326319]]
1855,[[5.556541]]
1856,[[5.263727]]
1857,[[6.2171392]]
1858,[[8.080608]]
1859,[[7.816937]]
1860,[[9.44301]]
1861,[[9.5264635]]
1862,[[8.517314]]
1863,[[8.656799]]
1864,[[6.743915]]
1865,[[5.462956]]
1866,[[4.6789207]]
1867,[[6.0036335]]
1868,[[7.981191]]
1869,[[8.426568]]
1870,[[12.268705]]
1871,[[8.860376]]
1872,[[7.0926924]]
1873,[[8.24843]]
1874,[[6.655059]]
1875,[[9.086977]]
1876,[[7.3057537]]
1877,[[6.5676794]]
1878,[[6.511717]]
1879,[[4.976368]]
1880,[[5.686367]]
1881,[[4.606853]]
1882,[[8.59835]]
1883,[[7.2473073]]
1884,[[5.7044606]]
1885,[[5.3900485]]
1886,[[6.50151]]
1887,[[9.948933]]
1888,[[9.841575]]
1889,[[8.443651]]
1890,[[11.008445]]
1891,[[9.4329]]
1892,[[10.620097]]
1893,[[9.645983]]
1894,[[12.796791]]
1895,[[8.535353]]
1896,[[10.29187]]
1897,[[8.4236765]]
1898,[[10.103172]]
1899,[[10.040665]]
1900,[[10.640432]]
1901,[[11.275784]]
1902,[[10.636473]]
1903,[[11.772688]]
1904,[[10.654605]]
1905,[[11.8847]]
1906,[[13.270753]]
1907,[[12.085039]]
1908,[[13.746742]]
1909,[[11.324314]]
1910,[[9.326971]]
1911,[[10.423272]]
1912,[[11.482024]]
1913,[[11.206077]]
1914,[[11.589854]]
1915,[[11.776305]]
1916,[[13.174758]]
1917,[[12.823219]]
1918,[[12.581857]]
1919,[[13.212093]]
1920,[[14.585922]]
1921,[[14.578298]]
1922,[[15.209101]]
1923,[[13.994276]]
1924,[[15.661763]]
1925,[[15.82088]]
1926,[[14.824742]]
1927,[[15.918533]]
1928,[[16.606413]]
1929,[[17.573122]]
1930,[[16.760399]]
1931,[[16.614275]]
1932,[[17.125326]]
1933,[[18.089235]]
1934,[[18.479458]]
1935,[[17.559961]]
1936,[[17.099297]]
1937,[[23.011446]]
1938,[[20.013239]]
1939,[[19.625677]]
1940,[[19.50354]]
1941,[[16.067757]]
1942,[[18.671244]]
1943,[[16.66263]]
1944,[[15.829574]]
1945,[[16.782896]]
1946,[[16.494827]]
1947,[[18.165005]]
1948,[[15.252982]]
1949,[[17.090425]]
1950,[[15.265225]]
1951,[[11.875912]]
1952,[[14.681813]]
1953,[[11.096156]]
1954,[[9.709868]]
1955,[[8.086809]]
1956,[[9.881971]]
1957,[[9.089999]]
1958,[[9.365789]]
1959,[[7.282454]]
1960,[[8.187639]]
1961,[[9.232992]]
1962,[[7.8667436]]
1963,[[7.925745]]
1964,[[7.456762]]
1965,[[5.754601]]
1966,[[6.2142963]]
1967,[[7.6610804]]
1968,[[4.519569]]
1969,[[7.133682]]
1970,[[6.313536]]
1971,[[5.785988]]
1972,[[5.577287]]
1973,[[5.592825]]
1974,[[6.0311284]]
1975,[[7.963548]]
1976,[[7.3588867]]
1977,[[6.740013]]
1978,[[6.9715405]]
1979,[[7.9567614]]
1980,[[8.059798]]
1981,[[8.484099]]
1982,[[7.610233]]
1983,[[7.6743937]]
1984,[[4.632726]]
1985,[[6.625752]]
1986,[[7.0061364]]
1987,[[6.1054344]]
1988,[[10.953504]]
1989,[[8.493918]]
1990,[[8.413242]]
1991,[[6.3320527]]
1992,[[6.740817]]
1993,[[9.307399]]
1994,[[8.10468]]
1995,[[6.6446147]]
1996,[[7.3579717]]
1997,[[8.116917]]
1998,[[10.779116]]
1999,[[7.9460773]]
2000,[[7.984783]]
2001,[[9.045729]]
2002,[[8.29964]]
2003,[[11.756567]]
2004,[[6.533267]]
2005,[[8.054751]]
2006,[[9.520913]]
2007,[[7.163935]]
2008,[[6.803405]]
2009,[[7.5353227]]
2010,[[9.028373]]
2011,[[10.419263]]
2012,[[8.51343]]
2013,[[7.294446]]
2014,[[9.886117]]
2015,[[9.248893]]
2016,[[8.268011]]
2017,[[6.4238667]]
2018,[[5.7222967]]
2019,[[6.3255877]]
2020,[[7.2136836]]
2021,[[7.543835]]
2022,[[8.742323]]
2023,[[7.899081]]
2024,[[6.0051613]]
2025,[[6.8497233]]
2026,[[5.9970627]]
2027,[[4.5527434]]
2028,[[1.9212158]]
2029,[[0.5345521]]
2030,[[2.078854]]
2031,[[4.3325424]]
2032,[[5.3784842]]
2033,[[4.4982324]]
2034,[[4.13856]]
2035,[[4.5401483]]
2036,[[4.5540185]]
2037,[[5.19743]]
2038,[[3.6403499]]
2039,[[2.8658059]]
2040,[[3.5205166]]
2041,[[4.4256434]]
2042,[[7.9915915]]
2043,[[6.485001]]
2044,[[5.4113717]]
2045,[[5.7092786]]
2046,[[4.0855064]]
2047,[[6.2203794]]
2048,[[5.088368]]
2049,[[7.439458]]
2050,[[7.801835]]
2051,[[6.7570267]]
2052,[[6.782534]]
2053,[[10.328949]]
2054,[[9.053856]]
2055,[[5.9393477]]
2056,[[9.543996]]
2057,[[8.060083]]
2058,[[6.4176073]]
2059,[[7.402542]]
2060,[[7.7636113]]
2061,[[8.105481]]
2062,[[7.001656]]
2063,[[8.2564945]]
2064,[[5.6445765]]
2065,[[5.96723]]
2066,[[5.511364]]
2067,[[5.93083]]
2068,[[5.6947126]]
2069,[[7.4187307]]
2070,[[5.132033]]
2071,[[5.5744243]]
2072,[[6.157232]]
2073,[[5.787738]]
2074,[[5.747501]]
2075,[[8.866099]]
2076,[[10.46971]]
2077,[[8.747797]]
2078,[[8.1704035]]
2079,[[8.949979]]
2080,[[9.156331]]
2081,[[9.191965]]
2082,[[9.871812]]
2083,[[11.415335]]
2084,[[9.601094]]
2085,[[9.803301]]
2086,[[10.424383]]
2087,[[8.747691]]
2088,[[8.701236]]
2089,[[9.404123]]
2090,[[8.767294]]
2091,[[9.346379]]
2092,[[9.258371]]
2093,[[9.143031]]
2094,[[9.395981]]
2095,[[9.853091]]
2096,[[9.330954]]
2097,[[9.689461]]
2098,[[10.192747]]
2099,[[11.804677]]
2100,[[10.730803]]
2101,[[9.631893]]
2102,[[10.841345]]
2103,[[10.169996]]
2104,[[12.300645]]
2105,[[15.452356]]
2106,[[10.068908]]
2107,[[9.899243]]
2108,[[11.286787]]
2109,[[14.483661]]
2110,[[15.880448]]
2111,[[18.472538]]
2112,[[16.022654]]
2113,[[16.985401]]
2114,[[11.441107]]
2115,[[16.095932]]
2116,[[18.721088]]
2117,[[12.883404]]
2118,[[14.347589]]
2119,[[13.501316]]
2120,[[12.910204]]
2121,[[12.55057]]
2122,[[18.465597]]
2123,[[17.112204]]
2124,[[15.834583]]
2125,[[16.347591]]
2126,[[14.037475]]
2127,[[12.648216]]
2128,[[14.599051]]
2129,[[18.926018]]
2130,[[13.060979]]
2131,[[11.481531]]
2132,[[7.8462744]]
2133,[[10.231811]]
2134,[[9.805252]]
2135,[[14.008281]]
2136,[[16.6027]]
2137,[[13.834062]]
2138,[[17.646526]]
2139,[[17.523512]]
2140,[[19.704184]]
2141,[[17.483118]]
2142,[[9.927666]]
2143,[[12.347423]]
2144,[[9.073385]]
2145,[[8.828397]]
2146,[[7.403681]]
2147,[[18.344145]]
2148,[[17.50119]]
2149,[[15.583941]]
2150,[[13.442537]]
2151,[[13.642336]]
2152,[[17.993208]]
2153,[[12.138042]]
2154,[[13.919352]]
2155,[[10.154042]]
2156,[[12.054569]]
2157,[[12.211554]]
2158,[[12.095336]]
2159,[[13.741364]]
2160,[[15.588606]]
2161,[[13.78021]]
2162,[[15.149475]]
2163,[[14.092504]]
2164,[[12.676419]]
2165,[[14.499545]]
2166,[[13.268175]]
2167,[[13.769051]]
2168,[[13.395531]]
2169,[[14.615439]]
2170,[[12.388404]]
2171,[[11.417034]]
2172,[[10.363733]]
2173,[[12.766528]]
2174,[[13.797626]]
2175,[[13.385044]]
2176,[[13.710483]]
2177,[[11.689923]]
2178,[[11.891919]]
2179,[[11.990544]]
2180,[[11.933773]]
2181,[[13.531772]]
2182,[[12.988035]]
2183,[[13.328202]]
2184,[[11.743744]]
2185,[[12.655852]]
2186,[[11.732438]]
2187,[[11.828646]]
2188,[[12.249343]]
2189,[[12.8704605]]
2190,[[11.52202]]
2191,[[12.90324]]
2192,[[11.209122]]
2193,[[13.025794]]
2194,[[10.114901]]
2195,[[10.788785]]
2196,[[10.744702]]
2197,[[10.390694]]
2198,[[11.538019]]
2199,[[10.958331]]
2200,[[13.507584]]
2201,[[13.617081]]
2202,[[11.512531]]
2203,[[11.159964]]
2204,[[9.577192]]
2205,[[11.383384]]
2206,[[10.967484]]
2207,[[9.4942255]]
2208,[[10.528786]]
2209,[[8.95633]]
2210,[[11.035615]]
2211,[[10.772149]]
2212,[[10.0612545]]
2213,[[10.288003]]
2214,[[10.714875]]
2215,[[12.6763735]]
2216,[[12.574187]]
2217,[[10.9115305]]
2218,[[7.522253]]
2219,[[8.438646]]
2220,[[8.837797]]
2221,[[10.44705]]
2222,[[8.08728]]
2223,[[6.883787]]
2224,[[10.504914]]
2225,[[6.014847]]
2226,[[6.0290375]]
2227,[[7.2393312]]
2228,[[11.425072]]
2229,[[8.964208]]
2230,[[10.7369995]]
2231,[[7.8415275]]
2232,[[10.468107]]
2233,[[9.66807]]
2234,[[9.937743]]
2235,[[8.934084]]
2236,[[10.114664]]
2237,[[12.711393]]
2238,[[8.307208]]
2239,[[9.712676]]
2240,[[9.657299]]
2241,[[13.508006]]
2242,[[7.9919367]]
2243,[[13.473428]]
2244,[[8.131162]]
2245,[[13.256201]]
2246,[[10.684211]]
2247,[[11.081742]]
2248,[[12.579464]]
2249,[[10.811214]]
2250,[[11.336006]]
2251,[[8.148252]]
2252,[[11.306026]]
2253,[[9.306464]]
2254,[[10.213922]]
2255,[[12.758155]]
2256,[[5.4605103]]
2257,[[11.507403]]
2258,[[15.507836]]
2259,[[7.6342597]]
2260,[[10.348071]]
2261,[[12.503706]]
2262,[[12.229002]]
2263,[[14.712017]]
2264,[[14.439868]]
2265,[[10.027878]]
2266,[[15.172758]]
2267,[[14.492638]]
2268,[[14.408522]]
2269,[[10.843663]]
2270,[[14.811485]]
2271,[[13.32286]]
2272,[[13.198136]]
2273,[[14.056811]]
2274,[[12.756991]]
2275,[[13.667655]]
2276,[[14.52454]]
2277,[[12.83073]]
2278,[[12.765115]]
2279,[[13.463441]]
2280,[[10.759141]]
2281,[[14.106588]]
2282,[[5.1864386]]
2283,[[11.440464]]
2284,[[10.966065]]
2285,[[8.902199]]
2286,[[12.670527]]
2287,[[11.967466]]
2288,[[13.053989]]
2289,[[12.455617]]
2290,[[4.873375]]
2291,[[12.862621]]
2292,[[13.189866]]
2293,[[14.642797]]
2294,[[13.272608]]
2295,[[12.11946]]
2296,[[11.184252]]
2297,[[10.72965]]
2298,[[10.696844]]
2299,[[8.080337]]
2300,[[11.012764]]
2301,[[11.956062]]
2302,[[12.485137]]
2303,[[12.344044]]
2304,[[10.341673]]
2305,[[9.37029]]
2306,[[11.301786]]
2307,[[7.6882753]]
2308,[[12.003742]]
2309,[[9.972084]]
2310,[[7.961852]]
2311,[[11.123746]]
2312,[[9.608841]]
2313,[[9.991298]]
2314,[[14.175135]]
2315,[[6.0404177]]
2316,[[15.644943]]
2317,[[9.348276]]
2318,[[11.933326]]
2319,[[12.735882]]
2320,[[15.671048]]
2321,[[15.721933]]
2322,[[17.516052]]
2323,[[15.274399]]
2324,[[14.409106]]
2325,[[13.820419]]
2326,[[11.212289]]
2327,[[12.420311]]
2328,[[12.14947]]
2329,[[15.078872]]
2330,[[13.374393]]
2331,[[17.097433]]
2332,[[11.201627]]
2333,[[15.069698]]
2334,[[12.248695]]
2335,[[9.533685]]
2336,[[14.665604]]
2337,[[14.652909]]
2338,[[15.500525]]
2339,[[13.189185]]
2340,[[14.423211]]
2341,[[12.248461]]
2342,[[10.263479]]
2343,[[13.520256]]
2344,[[11.149999]]
2345,[[11.006474]]
2346,[[11.453267]]
2347,[[14.427124]]
2348,[[12.8534355]]
2349,[[15.279445]]
2350,[[17.258492]]
2351,[[17.334667]]
2352,[[16.20154]]
2353,[[15.756247]]
2354,[[16.748524]]
2355,[[14.343098]]
2356,[[12.360643]]
2357,[[11.7396145]]
2358,[[10.668319]]
2359,[[13.850782]]
2360,[[10.791518]]
2361,[[10.5959215]]
2362,[[8.139508]]
2363,[[10.22282]]
2364,[[8.485367]]
2365,[[13.009974]]
2366,[[9.296897]]
2367,[[14.387026]]
2368,[[11.964548]]
2369,[[13.88429]]
2370,[[13.598133]]
2371,[[14.727542]]
2372,[[10.73294]]
2373,[[12.722744]]
2374,[[9.167931]]
2375,[[9.761035]]
2376,[[13.15169]]
2377,[[14.77899]]
2378,[[13.2813]]
2379,[[15.736059]]
2380,[[14.026647]]
2381,[[15.051861]]
